name,type1,type2,abilities,moves,hp,attack,defense,sp_atk,sp_def,speed,bst
Mr. Rime,Ice,Psychic,Tangled Feet|Screen Cleaner|Ice Body,After You|Ally Switch|Attract|Avalanche|Baton Pass|Blizzard|Block|Body Slam|Brick Break|Calm Mind|Charm|Chilling Water|Confuse Ray|Copycat|Dazzling Gleam|Drain Punch|Encore|Endure|Energy Ball|Expanding Force|Facade|Fake Out|Fake Tears|Fling|Focus Blast|Foul Play|Freeze-Dry|Frost Breath|Future Sight|Giga Impact|Grass Knot|Guard Swap|Haze|Helping Hand|Hyper Beam|Hypnosis|Ice Beam|Ice Punch|Ice Shard|Ice Spinner|Icicle Spear|Icy Wind|Iron Defense|Light Screen|Magic Room|Mega Kick|Mirror Coat|Misty Terrain|Nasty Plot|Payback|Power Split|Power Swap|Protect|Psychic|Psychic Terrain|Psyshock|Rain Dance|Rapid Spin|Recycle|Reflect|Rest|Role Play|Round|Safeguard|Screech|Shadow Ball|Sheer Cold|Skill Swap|Slack Off|Sleep Talk|Snore|Snowscape|Solar Beam|Stomping Tantrum|Stored Power|Substitute|Sucker Punch|Sunny Day|Swagger|Taunt|Teeter Dance|Thief|Thunder|Thunder Wave|Thunderbolt|Tickle|Torment|Trick|Trick Room|Triple Axel|Uproar|Wonder Room|Zen Headbutt,80,85,75,110,100,70,520
Runerigus,Ground,Ghost,Wandering Spirit,Ally Switch|Amnesia|Attract|Body Press|Brutal Swing|Bulldoze|Calm Mind|Confuse Ray|Curse|Dark Pulse|Destiny Bond|Disable|Dragon Pulse|Earth Power|Earthquake|Endure|Energy Ball|Facade|Fake Tears|Giga Drain|Giga Impact|Grass Knot|Guard Split|Guard Swap|Haze|Hex|Hyper Beam|Imprison|Iron Defense|Mean Look|Memento|Nasty Plot|Night Shade|Payback|Phantom Force|Poltergeist|Power Split|Power Swap|Protect|Psychic|Psyshock|Rain Dance|Rest|Rock Blast|Rock Slide|Rock Tomb|Round|Safeguard|Sand Tomb|Sandstorm|Scary Face|Self-Destruct|Shadow Ball|Shadow Claw|Shadow Punch|Skill Swap|Sleep Talk|Snore|Stealth Rock|Stone Edge|Substitute|Taunt|Thief|Toxic Spikes|Trick|Trick Room|Will-O-Wisp|Wonder Room|Zen Headbutt,58,95,145,50,105,30,483
Alcremie,Fairy,,Sweet Veil|Aroma Veil,Acid Armor|Alluring Voice|Aromatic Mist|Attract|Baby-Doll Eyes|Calm Mind|Charm|Dazzling Gleam|Decorate|Drain Punch|Draining Kiss|Encore|Endeavor|Endure|Energy Ball|Entrainment|Facade|Fake Tears|Fling|Giga Drain|Giga Impact|Helping Hand|Hyper Beam|Imprison|Last Resort|Light Screen|Magic Room|Misty Explosion|Misty Terrain|Mystical Fire|Pain Split|Play Rough|Protect|Psych Up|Psychic|Psyshock|Recover|Rest|Round|Safeguard|Sleep Talk|Snore|Solar Beam|Stored Power|Substitute|Sweet Kiss|Sweet Scent|Tri Attack|Wonder Room,65,60,75,110,121,64,495
Morpeko,Electric,Dark,Hunger Switch,Agility|Assurance|Aura Wheel|Baton Pass|Bite|Brick Break|Bullet Seed|Charge|Charge Beam|Crunch|Dark Pulse|Double-Edge|Eerie Impulse|Electric Terrain|Electro Ball|Electroweb|Endeavor|Endure|Facade|Fake Out|Fake Tears|Fire Fang|Flatter|Fling|Foul Play|Ice Fang|Knock Off|Lash Out|Nasty Plot|Outrage|Parting Shot|Payback|Power Trip|Protect|Psychic Fangs|Quash|Quick Attack|Rapid Spin|Rest|Reversal|Rising Voltage|Round|Scary Face|Seed Bomb|Sleep Talk|Snarl|Snore|Spite|Stomping Tantrum|Substitute|Super Fang|Swagger|Taunt|Thief|Thrash|Thunder|Thunder Fang|Thunder Punch|Thunder Wave|Thunderbolt|Tickle|Torment|Uproar|Volt Switch|Wild Charge,58,95,58,70,58,97,436
Dragapult,Dragon,Ghost,Clear Body|Infiltrator|Cursed Body,Acrobatics|Agility|Assurance|Baton Pass|Beat Up|Bite|Body Slam|Breaking Swipe|Confuse Ray|Curse|Disable|Dive|Double Hit|Double Team|Double-Edge|Draco Meteor|Dragon Cheer|Dragon Claw|Dragon Dance|Dragon Darts|Dragon Pulse|Dragon Rush|Dragon Tail|Endure|Facade|Fire Blast|Flamethrower|Fly|Giga Impact|Helping Hand|Hex|Hydro Pump|Hyper Beam|Infestation|Last Resort|Light Screen|Lock-On|Night Shade|Outrage|Phantom Force|Pounce|Protect|Psychic Fangs|Quick Attack|Reflect|Rest|Round|Shadow Ball|Sleep Talk|Snore|Solar Beam|Steel Wing|Substitute|Sucker Punch|Sunny Day|Surf|Thief|Thunder|Thunder Wave|Thunderbolt|Tri Attack|U-turn|Will-O-Wisp,88,120,75,100,75,142,600
Wyrdeer,Normal,Psychic,Intimidate|Frisk|Sap Sipper,Agility|Bite|Body Slam|Bulldoze|Calm Mind|Charge Beam|Confuse Ray|Curse|Dig|Disable|Double-Edge|Earth Power|Earthquake|Endure|Energy Ball|Expanding Force|Extrasensory|Facade|Future Sight|Giga Impact|Gravity|Helping Hand|High Horsepower|Hyper Beam|Hypnosis|Imprison|Light Screen|Lunge|Megahorn|Protect|Psych Up|Psychic|Psychic Noise|Psyshield Bash|Psyshock|Rain Dance|Reflect|Rest|Roar|Role Play|Scary Face|Shadow Ball|Skill Swap|Sleep Talk|Solar Beam|Spite|Stored Power|Substitute|Sunny Day|Thief|Thrash|Throat Chop|Thunder|Thunder Wave|Thunderbolt|Trailblaze|Trick|Trick Room|Uproar|Wild Charge|Zen Headbutt,103,105,72,105,75,65,525
Kleavor,Bug,Rock,Swarm|Sheer Force|Sharpness,Acrobatics|Aerial Ace|Agility|Air Cutter|Air Slash|Ancient Power|Baton Pass|Brick Break|Brutal Swing|Bug Bite|Bug Buzz|Close Combat|Counter|Defog|Double Hit|Double Team|Double-Edge|Dual Wingbeat|Endure|Facade|Feint|Focus Energy|Giga Impact|Helping Hand|Hyper Beam|Light Screen|Lunge|Night Slash|Pounce|Protect|Quick Attack|Quick Guard|Rain Dance|Rest|Reversal|Rock Blast|Rock Slide|Rock Tomb|Sandstorm|Scary Face|Skitter Smack|Sleep Talk|Smack Down|Stealth Rock|Stone Axe|Stone Edge|Struggle Bug|Substitute|Sunny Day|Swords Dance|Tailwind|Thief|Trailblaze|U-turn|Vacuum Wave|X-Scissor,70,135,95,45,70,85,500
Basculegion,Water,Ghost,Swift Swim|Adaptability|Mold Breaker,Agility|Aqua Jet|Bite|Blizzard|Chilling Water|Confuse Ray|Crunch|Double-Edge|Endeavor|Endure|Facade|Flail|Flip Turn|Giga Impact|Head Smash|Hex|Hydro Pump|Hyper Beam|Ice Beam|Ice Fang|Icy Wind|Last Respects|Liquidation|Mud Shot|Muddy Water|Night Shade|Outrage|Pain Split|Phantom Force|Protect|Psychic Fangs|Rain Dance|Rest|Scale Shot|Scary Face|Shadow Ball|Sleep Talk|Snowscape|Soak|Spite|Substitute|Surf|Thrash|Uproar|Water Pulse|Waterfall|Wave Crash|Whirlpool|Zen Headbutt,120,112,65,80,75,78,530
Sneasler,Fighting,Poison,Pressure|Unburden|Poison Touch,Acid Spray|Acrobatics|Aerial Ace|Agility|Brick Break|Bulk Up|Calm Mind|Close Combat|Coaching|Counter|Dig|Dire Claw|Double Hit|Endure|Facade|Fake Out|Feint|Fire Punch|Fling|Focus Blast|Focus Punch|Giga Impact|Grass Knot|Gunk Shot|Hyper Beam|Lash Out|Low Kick|Low Sweep|Nasty Plot|Night Slash|Poison Jab|Protect|Quick Attack|Quick Guard|Rain Dance|Rest|Reversal|Rock Slide|Rock Tomb|Screech|Shadow Ball|Shadow Claw|Sleep Talk|Sludge Bomb|Sludge Wave|Spite|Substitute|Sunny Day|Switcheroo|Swords Dance|Taunt|Thief|Throat Chop|Toxic|Toxic Spikes|Trailblaze|U-turn|Upper Hand|Vacuum Wave|Venoshock|X-Scissor,80,130,60,40,80,120,510
Meowscarada,Grass,Dark,Overgrow|Protean,Acrobatics|Aerial Ace|Agility|Ally Switch|Aura Sphere|Bite|Brick Break|Bullet Seed|Charm|Chilling Water|Copycat|Dark Pulse|Double Team|Endure|Energy Ball|Facade|Fake Tears|Fling|Flower Trick|Foul Play|Frenzy Plant|Giga Drain|Giga Impact|Grass Knot|Grassy Glide|Grassy Terrain|Helping Hand|Hyper Beam|Knock Off|Lash Out|Leaf Storm|Leech Seed|Low Kick|Low Sweep|Mud-Slap|Nasty Plot|Night Slash|Petal Blizzard|Play Rough|Pollen Puff|Power Gem|Protect|Psych Up|Quick Attack|Rest|Seed Bomb|Shadow Ball|Shadow Claw|Skill Swap|Sleep Talk|Solar Beam|Spikes|Substitute|Sucker Punch|Taunt|Thief|Throat Chop|Thunder Punch|Toxic Spikes|Trailblaze|Trick|Trick Room|Triple Axel|U-turn|Worry Seed,76,110,70,81,70,123,530
Skeledirge,Fire,Ghost,Blaze|Unaware,Alluring Voice|Belch|Bite|Blast Burn|Body Slam|Burn Up|Crunch|Curse|Dig|Earth Power|Earthquake|Encore|Endure|Facade|Fire Blast|Fire Fang|Fire Spin|Flame Charge|Flamethrower|Flare Blitz|Giga Impact|Heat Crash|Heat Wave|Helping Hand|Hex|Hyper Beam|Hyper Voice|Imprison|Mud-Slap|Night Shade|Outrage|Overheat|Poltergeist|Protect|Rest|Roar|Round|Scary Face|Scorching Sands|Seed Bomb|Shadow Ball|Shadow Claw|Sing|Slack Off|Sleep Talk|Snarl|Solar Beam|Stomping Tantrum|Substitute|Sunny Day|Temper Flare|Thunder Fang|Torch Song|Will-O-Wisp|Yawn|Zen Headbutt,104,75,100,110,75,66,530
Quaquaval,Water,Fighting,Torrent|Moxie,Acrobatics|Aerial Ace|Agility|Air Cutter|Air Slash|Aqua Cutter|Aqua Jet|Aqua Step|Baton Pass|Brave Bird|Brick Break|Bulk Up|Chilling Water|Close Combat|Coaching|Counter|Detect|Double Hit|Encore|Endeavor|Endure|Facade|Feather Dance|Fling|Flip Turn|Focus Energy|Giga Impact|Helping Hand|Hurricane|Hydro Cannon|Hydro Pump|Hyper Beam|Ice Spinner|Icy Wind|Knock Off|Last Resort|Liquidation|Low Kick|Low Sweep|Mega Kick|Misty Terrain|Protect|Psych Up|Rain Dance|Rapid Spin|Rest|Reversal|Roost|Sleep Talk|Substitute|Surf|Swords Dance|Taunt|Triple Axel|U-turn|Upper Hand|Water Pulse|Wave Crash|Whirlpool,85,120,80,85,75,85,530
Maushold,Normal,,Friend Guard|Cheek Pouch|Technician,Aerial Ace|After You|Agility|Baby-Doll Eyes|Baton Pass|Beat Up|Bite|Bullet Seed|Charm|Chilling Water|Copycat|Crunch|Dig|Double Hit|Double-Edge|Encore|Endure|Facade|Fake Tears|Feint|Follow Me|Giga Impact|Grass Knot|Helping Hand|Hyper Beam|Hyper Voice|Low Kick|Low Sweep|Mud Shot|Mud-Slap|Play Rough|Population Bomb|Protect|Rain Dance|Rest|Seed Bomb|Shadow Claw|Sleep Talk|Substitute|Sunny Day|Super Fang|Switcheroo|Taunt|Thief|Thunder Wave|Tickle|Tidy Up|Trailblaze|U-turn|Water Pulse,74,75,70,65,75,111,470
Garganacl,Rock,,Purifying Salt|Sturdy|Clear Body,Ancient Power|Avalanche|Block|Body Press|Body Slam|Brick Break|Bulldoze|Curse|Dig|Double-Edge|Dynamic Punch|Earth Power|Earthquake|Endure|Explosion|Facade|Fire Punch|Fissure|Flash Cannon|Fling|Focus Punch|Giga Impact|Gravity|Hammer Arm|Hard Press|Heavy Slam|Helping Hand|Hyper Beam|Ice Punch|Iron Defense|Iron Head|Meteor Beam|Mud Shot|Power Gem|Protect|Rain Dance|Recover|Rest|Rock Blast|Rock Polish|Rock Slide|Rock Tomb|Salt Cure|Sandstorm|Sleep Talk|Smack Down|Stealth Rock|Stomping Tantrum|Stone Edge|Substitute|Sunny Day|Thunder Punch|Wide Guard|Zen Headbutt,100,100,130,45,90,35,500
Armarouge,Fire,Psychic,Flash Fire|Weak Armor,Acid Spray|Ally Switch|Armor Cannon|Aura Sphere|Burn Up|Calm Mind|Clear Smog|Confuse Ray|Dark Pulse|Destiny Bond|Disable|Dragon Pulse|Endure|Energy Ball|Expanding Force|Facade|Fire Blast|Fire Spin|Flame Charge|Flamethrower|Flare Blitz|Flash Cannon|Fling|Focus Blast|Heat Wave|Helping Hand|Hyper Beam|Iron Defense|Lava Plume|Light Screen|Meteor Beam|Mystical Fire|Night Shade|Overheat|Protect|Psych Up|Psychic|Psychic Terrain|Psyshock|Reflect|Rest|Scorching Sands|Shadow Ball|Sleep Talk|Solar Beam|Spite|Stored Power|Substitute|Sunny Day|Taunt|Trick|Trick Room|Weather Ball|Wide Guard|Will-O-Wisp,85,60,100,125,80,75,525
Ceruledge,Fire,Ghost,Flash Fire|Weak Armor,Ally Switch|Bitter Blade|Brick Break|Bulk Up|Burn Up|Clear Smog|Close Combat|Confuse Ray|Curse|Destiny Bond|Disable|Dragon Claw|Endure|Facade|Fire Blast|Fire Spin|Flame Charge|Flamethrower|Flare Blitz|Fling|Giga Impact|Heat Wave|Helping Hand|Hex|Iron Defense|Iron Head|Lava Plume|Light Screen|Night Shade|Night Slash|Overheat|Phantom Force|Poison Jab|Poltergeist|Protect|Psych Up|Psycho Cut|Quick Guard|Reflect|Rest|Shadow Ball|Shadow Claw|Shadow Sneak|Sleep Talk|Solar Blade|Spite|Stored Power|Substitute|Sunny Day|Swords Dance|Taunt|Throat Chop|Vacuum Wave|Will-O-Wisp|X-Scissor,75,125,80,60,100,85,525
Bellibolt,Electric,,Electromorphosis|Static|Damp,Acid Spray|Charge|Charge Beam|Chilling Water|Confuse Ray|Discharge|Eerie Impulse|Electric Terrain|Electro Ball|Electroweb|Endure|Flail|Giga Impact|Hyper Beam|Hyper Voice|Light Screen|Mud Shot|Mud-Slap|Muddy Water|Parabolic Charge|Protect|Rain Dance|Reflect|Rest|Slack Off|Sleep Talk|Soak|Substitute|Sucker Punch|Supercell Slam|Thunder|Thunder Wave|Thunderbolt|Toxic|Volt Switch|Water Pulse|Weather Ball|Wild Charge|Zap Cannon,109,64,91,103,83,45,495
Scovillain,Grass,Fire,Chlorophyll|Insomnia|Moody,Bite|Bullet Seed|Burning Jealousy|Crunch|Double Hit|Endeavor|Endure|Energy Ball|Facade|Fire Blast|Fire Fang|Fire Spin|Flamethrower|Flare Blitz|Giga Drain|Giga Impact|Grass Knot|Grassy Glide|Grassy Terrain|Growth|Helping Hand|Hyper Beam|Ingrain|Lash Out|Leaf Storm|Leech Seed|Overheat|Protect|Rage Powder|Rest|Sandstorm|Scary Face|Seed Bomb|Sleep Talk|Solar Beam|Spicy Extract|Stomping Tantrum|Substitute|Sunny Day|Super Fang|Swagger|Temper Flare|Thief|Thunder Fang|Trailblaze|Will-O-Wisp|Worry Seed|Zen Headbutt,65,108,65,108,65,75,486
Espathra,Psychic,,Opportunist|Frisk|Speed Boost,Aerial Ace|Agility|Ally Switch|Baby-Doll Eyes|Baton Pass|Body Slam|Brave Bird|Calm Mind|Confuse Ray|Dazzling Gleam|Double-Edge|Drill Peck|Endure|Energy Ball|Expanding Force|Facade|Feather Dance|Flash Cannon|Foul Play|Giga Impact|Helping Hand|Hex|Hyper Beam|Hyper Voice|Hypnosis|Last Resort|Light Screen|Low Kick|Lumina Crash|Mud-Slap|Night Shade|Pluck|Pounce|Protect|Psych Up|Psychic|Psychic Terrain|Psyshock|Quick Attack|Rain Dance|Reflect|Rest|Roost|Sandstorm|Seed Bomb|Shadow Ball|Skill Swap|Sleep Talk|Stored Power|Substitute|Sunny Day|Thief|Trick|Trick Room|U-turn|Uproar|Zen Headbutt,95,60,60,101,60,105,481
Tinkaton,Fairy,Steel,Mold Breaker|Own Tempo|Pickpocket,Baby-Doll Eyes|Brick Break|Brutal Swing|Bulldoze|Covet|Draining Kiss|Encore|Endeavor|Endure|Facade|Fake Out|Fake Tears|Feint|Flash Cannon|Flatter|Fling|Foul Play|Gigaton Hammer|Hard Press|Heavy Slam|Helping Hand|Ice Hammer|Knock Off|Light Screen|Metal Sound|Play Rough|Pounce|Protect|Quash|Reflect|Rest|Rock Slide|Rock Tomb|Screech|Skill Swap|Skitter Smack|Sleep Talk|Smack Down|Stealth Rock|Steel Beam|Stone Edge|Substitute|Sweet Kiss|Swords Dance|Thief|Thunder Wave|Wood Hammer,85,75,77,70,105,94,506
Palafin,Water,,Zero to Hero,Acrobatics|Agility|Aqua Jet|Aqua Tail|Aura Sphere|Blizzard|Body Slam|Boomburst|Bounce|Bulk Up|Charm|Chilling Water|Close Combat|Counter|Dive|Double Hit|Drain Punch|Draining Kiss|Encore|Endeavor|Endure|Facade|Fling|Flip Turn|Focus Blast|Focus Energy|Focus Punch|Giga Impact|Grass Knot|Hard Press|Haze|Helping Hand|Hydro Pump|Hyper Beam|Hyper Voice|Ice Beam|Ice Punch|Icy Wind|Iron Head|Jet Punch|Liquidation|Outrage|Protect|Psych Up|Rain Dance|Rest|Reversal|Sleep Talk|Substitute|Surf|Taunt|Throat Chop|Tickle|Water Pulse|Waterfall|Wave Crash|Whirlpool|Zen Headbutt,100,70,72,53,62,100,457
Orthworm,Steel,,Earth Eater|Sand Veil,Body Press|Body Slam|Bulldoze|Coil|Curse|Dig|Double-Edge|Earth Power|Earthquake|Endure|Facade|Flash Cannon|Giga Impact|Heavy Slam|Helping Hand|High Horsepower|Hyper Beam|Iron Defense|Iron Head|Iron Tail|Metal Burst|Metal Sound|Mud Shot|Mud-Slap|Protect|Rest|Rock Blast|Rock Slide|Rock Tomb|Sand Tomb|Sandstorm|Shed Tail|Sleep Talk|Smack Down|Spikes|Stealth Rock|Steel Beam|Stomping Tantrum|Substitute|Wrap,70,85,145,60,55,65,480
Glimmora,Rock,Poison,Toxic Debris|Corrosion,Acid Armor|Acid Spray|Ancient Power|Confuse Ray|Dazzling Gleam|Earth Power|Endure|Energy Ball|Explosion|Facade|Flash Cannon|Giga Impact|Gunk Shot|Hyper Beam|Iron Defense|Light Screen|Memento|Meteor Beam|Mortal Spin|Mud Shot|Power Gem|Protect|Rain Dance|Reflect|Rest|Rock Blast|Rock Polish|Rock Slide|Rock Tomb|Sand Tomb|Sandstorm|Self-Destruct|Sleep Talk|Sludge Bomb|Sludge Wave|Smack Down|Solar Beam|Spikes|Spiky Shield|Stealth Rock|Stone Edge|Substitute|Sunny Day|Toxic|Toxic Spikes|Venoshock,83,55,90,130,81,86,525
Farigiraf,Normal,Psychic,Cud Chew|Armor Tail|Sap Sipper,Agility|Ally Switch|Amnesia|Assurance|Baton Pass|Beat Up|Body Slam|Bulldoze|Calm Mind|Charge Beam|Confuse Ray|Crunch|Curse|Dazzling Gleam|Double Hit|Double-Edge|Earthquake|Endeavor|Endure|Energy Ball|Expanding Force|Facade|Foul Play|Future Sight|Giga Impact|Grass Knot|Gravity|Guard Swap|Helping Hand|High Horsepower|Hyper Beam|Hyper Voice|Imprison|Iron Head|Light Screen|Low Kick|Mean Look|Mirror Coat|Nasty Plot|Night Shade|Power Swap|Protect|Psych Up|Psychic|Psychic Fangs|Psychic Noise|Psychic Terrain|Psyshock|Rain Dance|Reflect|Rest|Roar|Shadow Ball|Skill Swap|Sleep Talk|Stomping Tantrum|Stored Power|Substitute|Sunny Day|Thief|Thunder|Thunder Wave|Thunderbolt|Trailblaze|Trick|Trick Room|Twin Beam|Uproar|Wish|Zen Headbutt,120,90,70,110,70,60,520
Kingambit,Dark,Steel,Defiant|Supreme Overlord|Pressure,Aerial Ace|Air Slash|Assurance|Brick Break|Dark Pulse|Dig|Endure|Facade|Flash Cannon|Fling|Focus Blast|Foul Play|Giga Impact|Grass Knot|Guillotine|Hyper Beam|Iron Defense|Iron Head|Kowtow Cleave|Lash Out|Low Kick|Low Sweep|Mean Look|Metal Burst|Metal Sound|Night Slash|Poison Jab|Protect|Quick Guard|Rain Dance|Rest|Reversal|Rock Tomb|Sandstorm|Scary Face|Shadow Claw|Sleep Talk|Snarl|Spite|Stealth Rock|Steel Beam|Stone Edge|Substitute|Sucker Punch|Swords Dance|Taunt|Thief|Throat Chop|Thunder Wave|Torment|X-Scissor|Zen Headbutt,100,135,120,60,85,50,550
Sinistcha,Grass,Ghost,Hospitality|Heatproof,Calm Mind|Curse|Endure|Energy Ball|Foul Play|Giga Drain|Grassy Terrain|Hex|Hyper Beam|Imprison|Iron Defense|Leaf Storm|Life Dew|Matcha Gotcha|Memento|Nasty Plot|Night Shade|Pain Split|Phantom Force|Poltergeist|Protect|Psych Up|Rage Powder|Reflect|Rest|Scald|Shadow Ball|Sleep Talk|Solar Beam|Spite|Strength Sap|Stun Spore|Substitute|Trick Room|Uproar,71,60,106,121,80,70,508
Archaludon,Steel,Dragon,Stamina|Sturdy|Stalwart,Aura Sphere|Body Slam|Breaking Swipe|Brick Break|Dark Pulse|Double-Edge|Draco Meteor|Dragon Cheer|Dragon Claw|Dragon Pulse|Dragon Tail|Earthquake|Electro Shot|Endure|Facade|Flash Cannon|Focus Energy|Foul Play|Giga Impact|Gyro Ball|Hard Press|Heavy Slam|Hyper Beam|Iron Defense|Iron Head|Light Screen|Metal Burst|Metal Sound|Meteor Beam|Mirror Coat|Night Slash|Outrage|Protect|Reflect|Rest|Roar|Rock Slide|Rock Tomb|Scary Face|Sleep Talk|Smack Down|Snarl|Solar Beam|Stealth Rock|Steel Beam|Stone Edge|Substitute|Swords Dance|Thunder|Thunder Wave|Thunderbolt,90,105,130,125,65,85,600
Hydrapple,Grass,Dragon,Supersweet Syrup|Regenerator|Sticky Hold,Body Press|Body Slam|Breaking Swipe|Bug Bite|Bullet Seed|Curse|Double Hit|Double-Edge|Draco Meteor|Dragon Cheer|Dragon Pulse|Dragon Tail|Earth Power|Earthquake|Endure|Energy Ball|Facade|Fickle Beam|Giga Drain|Giga Impact|Grass Knot|Grassy Glide|Grassy Terrain|Growth|Gyro Ball|Heavy Slam|Hydro Pump|Hyper Beam|Infestation|Leaf Storm|Nasty Plot|Outrage|Pollen Puff|Pounce|Power Whip|Protect|Rain Dance|Recover|Recycle|Reflect|Rest|Seed Bomb|Sleep Talk|Solar Beam|Substitute|Sucker Punch|Sunny Day|Sweet Scent|Syrup Bomb|Uproar|Yawn,106,80,110,120,80,44,540
